DrugBank ID,Name,Type,UniProt ID,UniProt Name
DB09130,Copper,SmallMoleculeDrug,P32119,Peroxiredoxin-2
DB09130,Copper,SmallMoleculeDrug,P30041,Peroxiredoxin-6
DB09130,Copper,SmallMoleculeDrug,P62937,Peptidyl-prolyl cis-trans isomerase A
DB09130,Copper,SmallMoleculeDrug,P11142,Heat shock cognate 71 kDa protein
DB09130,Copper,SmallMoleculeDrug,P07900,Heat shock protein HSP 90-alpha
DB09130,Copper,SmallMoleculeDrug,Q15185,Prostaglandin E synthase 3
DB09130,Copper,SmallMoleculeDrug,P31948,Stress-induced-phosphoprotein 1
DB09130,Copper,SmallMoleculeDrug,Q96RE1,Translation elongation factor 1 alpha 1-like 14
DB09130,Copper,SmallMoleculeDrug,P56537,Eukaryotic translation initiation factor 6
DB09130,Copper,SmallMoleculeDrug,P60842,Eukaryotic initiation factor 4A-I
DB09130,Copper,SmallMoleculeDrug,P06744,Glucose-6-phosphate isomerase
DB09130,Copper,SmallMoleculeDrug,P00338,L-lactate dehydrogenase A chain
DB09130,Copper,SmallMoleculeDrug,P00558,Phosphoglycerate kinase 1
DB09130,Copper,SmallMoleculeDrug,Q13748,Tubulin alpha-3C/D chain
DB09130,Copper,SmallMoleculeDrug,P07437,Tubulin beta chain
DB09130,Copper,SmallMoleculeDrug,P23528,Cofilin-1
DB09130,Copper,SmallMoleculeDrug,P31946,14-3-3 protein beta/alpha
DB09130,Copper,SmallMoleculeDrug,P17174,"Aspartate aminotransferase, cytoplasmic"
DB09130,Copper,SmallMoleculeDrug,P48637,Glutathione synthetase
DB09130,Copper,SmallMoleculeDrug,P51858,Hepatoma-derived growth factor
DB09130,Copper,SmallMoleculeDrug,P50213,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial"
DB09130,Copper,SmallMoleculeDrug,O00299,Chloride intracellular channel protein 1
DB09130,Copper,SmallMoleculeDrug,Q06323,Proteasome activator complex subunit 1
DB09130,Copper,SmallMoleculeDrug,P30086,Phosphatidylethanolamine-binding protein 1
DB09130,Copper,SmallMoleculeDrug,P18669,Phosphoglycerate mutase 1
DB09130,Copper,SmallMoleculeDrug,P43487,Ran-specific GTPase-activating protein
DB09130,Copper,SmallMoleculeDrug,O60701,UDP-glucose 6-dehydrogenase
DB09130,Copper,SmallMoleculeDrug,P61769,Beta-2-microglobulin
DB09130,Copper,SmallMoleculeDrug,O75880,"Protein SCO1 homolog, mitochondrial"
DB09130,Copper,SmallMoleculeDrug,F7VJQ1,Alternative prion protein
DB09130,Copper,SmallMoleculeDrug,P23415,Glycine receptor subunit alpha-1
DB09130,Copper,SmallMoleculeDrug,P42858,Huntingtin
DB09130,Copper,SmallMoleculeDrug,Q96FI4,Endonuclease 8-like 1
DB09130,Copper,SmallMoleculeDrug,Q969S2,Endonuclease 8-like 2
DB09130,Copper,SmallMoleculeDrug,Q6MZM0,Hephaestin-like protein 1
DB09130,Copper,SmallMoleculeDrug,P05121,Plasminogen activator inhibitor 1
DB09130,Copper,SmallMoleculeDrug,P29034,Protein S100-A2
DB09130,Copper,SmallMoleculeDrug,P26447,Protein S100-A4
DB09130,Copper,SmallMoleculeDrug,P37840,Alpha-synuclein
DB09130,Copper,SmallMoleculeDrug,P23560,Brain-derived neurotrophic factor
DB09130,Copper,SmallMoleculeDrug,Q99497,Protein deglycase DJ-1
DB09130,Copper,SmallMoleculeDrug,P10997,Islet amyloid polypeptide
DB09130,Copper,SmallMoleculeDrug,Q9UHF0,Tachykinin-3
DB09130,Copper,SmallMoleculeDrug,P04217,Alpha-1B-glycoprotein
DB09130,Copper,SmallMoleculeDrug,P43652,Afamin
DB09130,Copper,SmallMoleculeDrug,P01019,Angiotensinogen
DB09130,Copper,SmallMoleculeDrug,P02765,Alpha-2-HS-glycoprotein
DB09130,Copper,SmallMoleculeDrug,P02743,Serum amyloid P-component
DB09130,Copper,SmallMoleculeDrug,P02647,Apolipoprotein A-I
DB09130,Copper,SmallMoleculeDrug,P02652,Apolipoprotein A-II
DB09130,Copper,SmallMoleculeDrug,P06727,Apolipoprotein A-IV
DB09130,Copper,SmallMoleculeDrug,Q0VD83,Apolipoprotein B receptor
DB09130,Copper,SmallMoleculeDrug,P02655,Apolipoprotein C-II
DB09130,Copper,SmallMoleculeDrug,P02656,Apolipoprotein C-III
DB09130,Copper,SmallMoleculeDrug,P05090,Apolipoprotein D
DB09130,Copper,SmallMoleculeDrug,P02649,Apolipoprotein E
DB09130,Copper,SmallMoleculeDrug,P02749,Beta-2-glycoprotein 1
DB09130,Copper,SmallMoleculeDrug,P25311,Zinc-alpha-2-glycoprotein
DB09130,Copper,SmallMoleculeDrug,P02747,Complement C1q subcomponent subunit C
DB09130,Copper,SmallMoleculeDrug,P09871,Complement C1s subcomponent
DB09130,Copper,SmallMoleculeDrug,P01024,Complement C3
DB09130,Copper,SmallMoleculeDrug,P0C0L5,Complement C4-B
DB09130,Copper,SmallMoleculeDrug,P04003,C4b-binding protein alpha chain
DB09130,Copper,SmallMoleculeDrug,P01031,Complement C5
DB09130,Copper,SmallMoleculeDrug,P07358,Complement component C8 beta chain
DB09130,Copper,SmallMoleculeDrug,P02748,Complement component C9
DB09130,Copper,SmallMoleculeDrug,P08603,Complement factor H
DB09130,Copper,SmallMoleculeDrug,P05156,Complement factor I
DB09130,Copper,SmallMoleculeDrug,P05452,Tetranectin
DB09130,Copper,SmallMoleculeDrug,P10909,Clusterin
DB09130,Copper,SmallMoleculeDrug,P00734,Prothrombin
DB09130,Copper,SmallMoleculeDrug,Q07021,"Complement component 1 Q subcomponent-binding protein, mitochondrial"
DB09130,Copper,SmallMoleculeDrug,P06396,Gelsolin
DB09130,Copper,SmallMoleculeDrug,P69905,Hemoglobin subunit alpha
DB09130,Copper,SmallMoleculeDrug,P68871,Hemoglobin subunit beta
DB09130,Copper,SmallMoleculeDrug,P45973,Chromobox protein homolog 5
DB09130,Copper,SmallMoleculeDrug,P00739,Haptoglobin-related protein
DB09130,Copper,SmallMoleculeDrug,P35858,Insulin-like growth factor-binding protein complex acid labile subunit
DB09130,Copper,SmallMoleculeDrug,P01857,Ig gamma-1 chain C region
DB09130,Copper,SmallMoleculeDrug,P01861,Ig gamma-4 chain C region
DB09130,Copper,SmallMoleculeDrug,P01619,Ig kappa chain V-III region GOL
DB09130,Copper,SmallMoleculeDrug,P15814,Immunoglobulin lambda-like polypeptide 1
DB09130,Copper,SmallMoleculeDrug,P19823,Inter-alpha-trypsin inhibitor heavy chain H2
DB09130,Copper,SmallMoleculeDrug,P01042,Kininogen-1
DB09130,Copper,SmallMoleculeDrug,P04264,"Keratin, type II cytoskeletal 1"
DB09130,Copper,SmallMoleculeDrug,P13645,"Keratin, type I cytoskeletal 10"
DB09130,Copper,SmallMoleculeDrug,P35908,"Keratin, type II cytoskeletal 2 epidermal"
DB09130,Copper,SmallMoleculeDrug,P35527,"Keratin, type I cytoskeletal 9"
DB09130,Copper,SmallMoleculeDrug,P02750,Leucine-rich alpha-2-glycoprotein
DB09130,Copper,SmallMoleculeDrug,P51884,Lumican
DB09130,Copper,SmallMoleculeDrug,Q96PD5,N-acetylmuramoyl-L-alanine amidase
DB09130,Copper,SmallMoleculeDrug,P00747,Plasminogen
DB09130,Copper,SmallMoleculeDrug,P27169,Serum paraoxonase/arylesterase 1
DB09130,Copper,SmallMoleculeDrug,P02775,Platelet basic protein
DB09130,Copper,SmallMoleculeDrug,P01009,Alpha-1-antitrypsin
DB09130,Copper,SmallMoleculeDrug,P29622,Kallistatin
DB09130,Copper,SmallMoleculeDrug,P08185,Corticosteroid-binding globulin
DB09130,Copper,SmallMoleculeDrug,P05543,Thyroxine-binding globulin
DB09130,Copper,SmallMoleculeDrug,P01008,Antithrombin-III
DB09130,Copper,SmallMoleculeDrug,P05546,Heparin cofactor 2
DB09130,Copper,SmallMoleculeDrug,P36955,Pigment epithelium-derived factor
DB09130,Copper,SmallMoleculeDrug,P08697,Alpha-2-antiplasmin
DB09130,Copper,SmallMoleculeDrug,P05155,Plasma protease C1 inhibitor
DB09130,Copper,SmallMoleculeDrug,P02766,Transthyretin
DB09130,Copper,SmallMoleculeDrug,P04004,Vitronectin
DB09130,Copper,SmallMoleculeDrug,P51693,Amyloid-like protein 1
DB09131,Cupric Chloride,SmallMoleculeDrug,P04070,Vitamin K-dependent protein C
DB09131,Cupric Chloride,SmallMoleculeDrug,P04080,Cystatin-B
DB09140,Oxygen,SmallMoleculeDrug,P00395,Cytochrome c oxidase subunit 1
DB09140,Oxygen,SmallMoleculeDrug,Q9Y5S8,NADPH oxidase 1
DB09140,Oxygen,SmallMoleculeDrug,P69905,Hemoglobin subunit alpha
DB09140,Oxygen,SmallMoleculeDrug,P68871,Hemoglobin subunit beta
DB09143,Sonidegib,SmallMoleculeDrug,Q99835,Smoothened homolog
DB09146,Iron saccharate,SmallMoleculeDrug,P69905,Hemoglobin subunit alpha
DB09147,Ferric pyrophosphate,SmallMoleculeDrug,P02792,Ferritin light chain
DB09147,Ferric pyrophosphate,SmallMoleculeDrug,P69905,Hemoglobin subunit alpha
DB09147,Ferric pyrophosphate,SmallMoleculeDrug,P68871,Hemoglobin subunit beta
DB09148,Florbetaben (18F),SmallMoleculeDrug,P05067,Amyloid beta A4 protein
DB09149,Florbetapir (18F),SmallMoleculeDrug,P05067,Amyloid beta A4 protein
DB09151,Flutemetamol (18F),SmallMoleculeDrug,P05067,Amyloid beta A4 protein
DB09166,Etizolam,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
DB09166,Etizolam,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
DB09166,Etizolam,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
DB09166,Etizolam,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2
DB09166,Etizolam,SmallMoleculeDrug,P25105,Platelet-activating factor receptor
DB09167,Dosulepin,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A
DB09167,Dosulepin,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A
DB09167,Dosulepin,SmallMoleculeDrug,P35367,Histamine H1 receptor
DB09167,Dosulepin,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1
DB09167,Dosulepin,SmallMoleculeDrug,P08172,Muscarinic acetylcholine receptor M2
DB09167,Dosulepin,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3
DB09167,Dosulepin,SmallMoleculeDrug,P08173,Muscarinic acetylcholine receptor M4
DB09167,Dosulepin,SmallMoleculeDrug,P08912,Muscarinic acetylcholine receptor M5
DB09167,Dosulepin,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor
DB09167,Dosulepin,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor
DB09167,Dosulepin,SmallMoleculeDrug,P18825,Alpha-2C adrenergic receptor
DB09167,Dosulepin,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB09167,Dosulepin,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor
DB09167,Dosulepin,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor
DB09167,Dosulepin,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter
DB09167,Dosulepin,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter
DB09183,Dasabuvir,SmallMoleculeDrug,P87764,Nonstructural protein 5b
DB09185,Viloxazine,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter
DB09186,Nisoxetine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter
DB09194,Etoperidone,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB09194,Etoperidone,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor
DB09194,Etoperidone,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor
DB09194,Etoperidone,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor
DB09194,Etoperidone,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor
DB09194,Etoperidone,SmallMoleculeDrug,P18825,Alpha-2C adrenergic receptor
DB09194,Etoperidone,SmallMoleculeDrug,P14416,D(2) dopamine receptor
DB09194,Etoperidone,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1
DB09194,Etoperidone,SmallMoleculeDrug,P08172,Muscarinic acetylcholine receptor M2
DB09194,Etoperidone,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3
DB09194,Etoperidone,SmallMoleculeDrug,P08173,Muscarinic acetylcholine receptor M4
DB09194,Etoperidone,SmallMoleculeDrug,P08912,Muscarinic acetylcholine receptor M5
DB09194,Etoperidone,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A
DB09194,Etoperidone,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C
DB09195,Lorpiprazole,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A
DB09195,Lorpiprazole,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C
DB09195,Lorpiprazole,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB09195,Lorpiprazole,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor
DB09195,Lorpiprazole,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor
DB09195,Lorpiprazole,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor
DB09195,Lorpiprazole,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor
DB09195,Lorpiprazole,SmallMoleculeDrug,P18825,Alpha-2C adrenergic receptor
DB09195,Lorpiprazole,SmallMoleculeDrug,P35367,Histamine H1 receptor
DB09195,Lorpiprazole,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter
DB09198,Lobeglitazone,SmallMoleculeDrug,P37231,Peroxisome proliferator-activated receptor gamma
DB09201,Ciglitazone,SmallMoleculeDrug,P37231,Peroxisome proliferator-activated receptor gamma
DB09202,Cirazoline,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB09202,Cirazoline,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor
DB09202,Cirazoline,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor
DB09202,Cirazoline,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor
DB09202,Cirazoline,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor
DB09202,Cirazoline,SmallMoleculeDrug,P18825,Alpha-2C adrenergic receptor
DB09203,Synephrine,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB09203,Synephrine,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor
DB09203,Synephrine,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor
DB09204,Arotinolol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor
DB09204,Arotinolol,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor
DB09204,Arotinolol,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB09204,Arotinolol,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor
DB09204,Arotinolol,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor
DB09205,Moxisylyte,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB09205,Moxisylyte,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor
DB09205,Moxisylyte,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor
DB09205,Moxisylyte,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor
DB09205,Moxisylyte,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor
DB09205,Moxisylyte,SmallMoleculeDrug,P18825,Alpha-2C adrenergic receptor
DB09207,AS-8112,SmallMoleculeDrug,P14416,D(2) dopamine receptor
DB09207,AS-8112,SmallMoleculeDrug,P35462,D(3) dopamine receptor
DB09207,AS-8112,SmallMoleculeDrug,Q9UE69,5HT3 serotonin receptor
DB09209,Pholcodine,SmallMoleculeDrug,P35372,Mu-type opioid receptor
DB09209,Pholcodine,SmallMoleculeDrug,P41145,Kappa-type opioid receptor
DB09209,Pholcodine,SmallMoleculeDrug,P41143,Delta-type opioid receptor
DB09211,Limaprost,SmallMoleculeDrug,P34995,Prostaglandin E2 receptor EP1 subtype
DB09211,Limaprost,SmallMoleculeDrug,P43116,Prostaglandin E2 receptor EP2 subtype
DB09211,Limaprost,SmallMoleculeDrug,P43115,Prostaglandin E2 receptor EP3 subtype
DB09211,Limaprost,SmallMoleculeDrug,P35408,Prostaglandin E2 receptor EP4 subtype
DB09212,Loxoprofen,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2
DB09212,Loxoprofen,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1
DB09213,Dexibuprofen,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2
DB09213,Dexibuprofen,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1
DB09213,Dexibuprofen,SmallMoleculeDrug,P10415,Apoptosis regulator Bcl-2
DB09213,Dexibuprofen,SmallMoleculeDrug,P07204,Thrombomodulin
DB09213,Dexibuprofen,SmallMoleculeDrug,P00750,Tissue-type plasminogen activator
DB09213,Dexibuprofen,SmallMoleculeDrug,P12104,"Fatty acid-binding protein, intestinal"
DB09213,Dexibuprofen,SmallMoleculeDrug,P37231,Peroxisome proliferator-activated receptor gamma
DB09213,Dexibuprofen,SmallMoleculeDrug,P13569,Cystic fibrosis transmembrane conductance regulator
DB09213,Dexibuprofen,SmallMoleculeDrug,P46059,Solute carrier family 15 member 1
DB09213,Dexibuprofen,SmallMoleculeDrug,Q07869,Peroxisome proliferator-activated receptor alpha
DB09213,Dexibuprofen,SmallMoleculeDrug,P07359,Platelet glycoprotein Ib alpha chain
DB09213,Dexibuprofen,SmallMoleculeDrug,P31151,Protein S100-A7
DB09214,Dexketoprofen,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1
DB09214,Dexketoprofen,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2
DB09215,Droxicam,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1
DB09215,Droxicam,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2
DB09216,Tolfenamic Acid,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1
DB09216,Tolfenamic Acid,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2
DB09217,Firocoxib,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2
DB09220,Nicorandil,SmallMoleculeDrug,O60706,ATP-binding cassette sub-family C member 9
DB09221,Polaprezinc,SmallMoleculeDrug,P01375,Tumor necrosis factor
DB09221,Polaprezinc,SmallMoleculeDrug,P05231,Interleukin-6
DB09221,Polaprezinc,SmallMoleculeDrug,P08700,Interleukin-3
DB09221,Polaprezinc,SmallMoleculeDrug,P17948,Vascular endothelial growth factor receptor 1
DB09221,Polaprezinc,SmallMoleculeDrug,P01138,Beta-nerve growth factor
DB09221,Polaprezinc,SmallMoleculeDrug,P09619,Platelet-derived growth factor receptor beta
DB09221,Polaprezinc,SmallMoleculeDrug,P07900,Heat shock protein HSP 90-alpha
DB09221,Polaprezinc,SmallMoleculeDrug,P08238,Heat shock protein HSP 90-beta
DB09223,Blonanserin,SmallMoleculeDrug,P14416,D(2) dopamine receptor
DB09223,Blonanserin,SmallMoleculeDrug,P35462,D(3) dopamine receptor
DB09223,Blonanserin,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A
DB09224,Melperone,SmallMoleculeDrug,P14416,D(2) dopamine receptor
DB09225,Zotepine,SmallMoleculeDrug,P21728,D(1A) dopamine receptor
DB09225,Zotepine,SmallMoleculeDrug,P21918,D(1B) dopamine receptor
DB09225,Zotepine,SmallMoleculeDrug,P14416,D(2) dopamine receptor
DB09225,Zotepine,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A
DB09225,Zotepine,SmallMoleculeDrug,P50406,5-hydroxytryptamine receptor 6
DB09225,Zotepine,SmallMoleculeDrug,P34969,5-hydroxytryptamine receptor 7
DB09225,Zotepine,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter
DB09225,Zotepine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter
DB09227,Barnidipine,SmallMoleculeDrug,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
DB09228,Conestat alfa,BiotechDrug,P00736,Complement C1r subcomponent
DB09228,Conestat alfa,BiotechDrug,P09871,Complement C1s subcomponent
DB09228,Conestat alfa,BiotechDrug,P03952,Plasma kallikrein
DB09228,Conestat alfa,BiotechDrug,P00748,Coagulation factor XII
DB09228,Conestat alfa,BiotechDrug,P00734,Prothrombin
DB09228,Conestat alfa,BiotechDrug,P03951,Coagulation factor XI
DB09228,Conestat alfa,BiotechDrug,P00750,Tissue-type plasminogen activator
DB09229,Aranidipine,SmallMoleculeDrug,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
DB09229,Aranidipine,SmallMoleculeDrug,Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D
DB09229,Aranidipine,SmallMoleculeDrug,O60840,Voltage-dependent L-type calcium channel subunit alpha-1F
DB09229,Aranidipine,SmallMoleculeDrug,Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S
DB09229,Aranidipine,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB09229,Aranidipine,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor
DB09229,Aranidipine,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor
DB09229,Aranidipine,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor
DB09229,Aranidipine,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor
DB09229,Aranidipine,SmallMoleculeDrug,P18825,Alpha-2C adrenergic receptor
DB09230,Azelnidipine,SmallMoleculeDrug,Q02641,Voltage-dependent L-type calcium channel subunit beta-1
DB09231,Benidipine,SmallMoleculeDrug,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
DB09231,Benidipine,SmallMoleculeDrug,Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D
DB09231,Benidipine,SmallMoleculeDrug,O60840,Voltage-dependent L-type calcium channel subunit alpha-1F
DB09231,Benidipine,SmallMoleculeDrug,Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S
DB09231,Benidipine,SmallMoleculeDrug,Q02641,Voltage-dependent L-type calcium channel subunit beta-1
DB09231,Benidipine,SmallMoleculeDrug,Q08289,Voltage-dependent L-type calcium channel subunit beta-2
DB09231,Benidipine,SmallMoleculeDrug,P54284,Voltage-dependent L-type calcium channel subunit beta-3
DB09231,Benidipine,SmallMoleculeDrug,O00305,Voltage-dependent L-type calcium channel subunit beta-4
DB09231,Benidipine,SmallMoleculeDrug,Q00975,Voltage-dependent N-type calcium channel subunit alpha-1B
DB09231,Benidipine,SmallMoleculeDrug,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G
DB09231,Benidipine,SmallMoleculeDrug,O95180,Voltage-dependent T-type calcium channel subunit alpha-1H
DB09231,Benidipine,SmallMoleculeDrug,Q9P0X4,Voltage-dependent T-type calcium channel subunit alpha-1I
DB09232,Cilnidipine,SmallMoleculeDrug,Q00975,Voltage-dependent N-type calcium channel subunit alpha-1B
DB09232,Cilnidipine,SmallMoleculeDrug,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
DB09232,Cilnidipine,SmallMoleculeDrug,Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D
DB09232,Cilnidipine,SmallMoleculeDrug,O60840,Voltage-dependent L-type calcium channel subunit alpha-1F
DB09232,Cilnidipine,SmallMoleculeDrug,Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S
DB09232,Cilnidipine,SmallMoleculeDrug,Q02641,Voltage-dependent L-type calcium channel subunit beta-1
DB09232,Cilnidipine,SmallMoleculeDrug,Q08289,Voltage-dependent L-type calcium channel subunit beta-2
DB09232,Cilnidipine,SmallMoleculeDrug,P54284,Voltage-dependent L-type calcium channel subunit beta-3
DB09232,Cilnidipine,SmallMoleculeDrug,O00305,Voltage-dependent L-type calcium channel subunit beta-4
DB09235,Efonidipine,SmallMoleculeDrug,Q9P0X4,Voltage-dependent T-type calcium channel subunit alpha-1I
DB09235,Efonidipine,SmallMoleculeDrug,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
DB09236,Lacidipine,SmallMoleculeDrug,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
DB09236,Lacidipine,SmallMoleculeDrug,Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D
DB09236,Lacidipine,SmallMoleculeDrug,O60840,Voltage-dependent L-type calcium channel subunit alpha-1F
DB09236,Lacidipine,SmallMoleculeDrug,Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S
DB09236,Lacidipine,SmallMoleculeDrug,Q02641,Voltage-dependent L-type calcium channel subunit beta-1
DB09236,Lacidipine,SmallMoleculeDrug,Q08289,Voltage-dependent L-type calcium channel subunit beta-2
DB09236,Lacidipine,SmallMoleculeDrug,P54284,Voltage-dependent L-type calcium channel subunit beta-3
DB09236,Lacidipine,SmallMoleculeDrug,O00305,Voltage-dependent L-type calcium channel subunit beta-4
DB09237,Levamlodipine,SmallMoleculeDrug,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
DB09237,Levamlodipine,SmallMoleculeDrug,P29474,"Nitric oxide synthase, endothelial"
DB09237,Levamlodipine,SmallMoleculeDrug,P35228,"Nitric oxide synthase, inducible"
DB09238,Manidipine,SmallMoleculeDrug,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
DB09238,Manidipine,SmallMoleculeDrug,Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D
DB09238,Manidipine,SmallMoleculeDrug,O60840,Voltage-dependent L-type calcium channel subunit alpha-1F
DB09238,Manidipine,SmallMoleculeDrug,Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S
DB09238,Manidipine,SmallMoleculeDrug,Q02641,Voltage-dependent L-type calcium channel subunit beta-1
DB09238,Manidipine,SmallMoleculeDrug,Q08289,Voltage-dependent L-type calcium channel subunit beta-2
DB09238,Manidipine,SmallMoleculeDrug,P54284,Voltage-dependent L-type calcium channel subunit beta-3
DB09238,Manidipine,SmallMoleculeDrug,O00305,Voltage-dependent L-type calcium channel subunit beta-4
DB09238,Manidipine,SmallMoleculeDrug,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G
DB09238,Manidipine,SmallMoleculeDrug,O95180,Voltage-dependent T-type calcium channel subunit alpha-1H
DB09238,Manidipine,SmallMoleculeDrug,Q9P0X4,Voltage-dependent T-type calcium channel subunit alpha-1I
DB09239,Niguldipine,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB09241,Methylene blue,SmallMoleculeDrug,P33402,Guanylate cyclase soluble subunit alpha-2
DB09241,Methylene blue,SmallMoleculeDrug,P29475,"Nitric oxide synthase, brain"
DB09242,Moxonidine,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor
DB09242,Moxonidine,SmallMoleculeDrug,Q9Y2I1,Nischarin
DB09244,Pirlindole,SmallMoleculeDrug,P21397,Amine oxidase [flavin-containing] A
DB09244,Pirlindole,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A
DB09244,Pirlindole,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor
DB09245,Toloxatone,SmallMoleculeDrug,P21397,Amine oxidase [flavin-containing] A
DB09256,Tegafur,SmallMoleculeDrug,P04818,Thymidylate synthase
DB09257,Gimeracil,SmallMoleculeDrug,Q12882,Dihydropyrimidine dehydrogenase [NADP(+)]
DB09258,Bemiparin,SmallMoleculeDrug,P00742,Coagulation factor X
